"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00014739","BOSTON, MA US","2021-06-04","10.29",,"0.11","0.0","72","81","66","  250","  250","18.1","28.0",,,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-06-05","11.18",,"0.00","0.0","77","91","63","  220","  190","25.1","33.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-06","10.07",,"0.00","0.0","85","94","70","  230","  260","18.1","27.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-07","12.30",,"0.00","0.0","85","96","73","  250","  260","23.0","30.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-08","9.40",,"0.00","0.0","84","95","75","  220","  260","17.0","21.0",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-06-09","6.93",,"0.05","0.0","81","92","74","  340","  320","16.1","21.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-10","10.96",,"0.00","0.0","71","76","59","   60","   60","18.1","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-11","7.38",,"0.12","0.0","62","66","57","   60","  130","15.0","19.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-12","5.59",,"0.59","0.0","64","71","60","  210","  250","14.1","18.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-13","10.29",,"0.00","0.0","72","85","62","  200","  210","19.9","23.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-14","6.26",,"0.53","0.0","66","70","60","  200","  240","14.1","19.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-06-15","5.14",,"0.01","0.0","67","73","62","   90","   90","14.1","16.1","    1","    1","    1",,,,
"USW00014739","BOSTON, MA US","2021-06-16","11.41",,"0.00","0.0","69","77","63","  290","  300","19.9","27.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-17","8.28",,"0.00","0.0","71","80","60","  280","  250","16.1","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-18","8.95",,"0.00","0.0","74","85","60","  220","  230","21.0","29.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-19","12.75",,"0.00","0.0","78","91","69","  220","  210","21.9","28.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-20","10.51",,"0.00","0.0","79","89","71","  190","  220","18.1","25.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-21","13.42",,"0.00","0.0","78","87","69","  190","  210","23.9","31.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-22","9.62",,"0.91","0.0","76","87","63","  330","  340","21.0","27.1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-06-23","10.07",,"0.00","0.0","66","75","59","  110","  300","17.0","23.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-24","9.84",,"0.00","0.0","66","74","59","  110","  110","23.9","29.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-25","7.83",,"0.09","0.0","64","70","61","  200","  210","13.0","15.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-26","13.65",,"0.00","0.0","74","86","66","  230","  230","23.9","29.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-06-27","16.33",,"0.00","0.0","81","89","74","  220","  230","28.0","33.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-28","14.09",,"0.00","0.0","85","97","75","  230","  230","21.9","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-06-29","10.51",,"0.00","0.0","89","99","79","  230","  230","23.0","29.1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-06-30","9.84",,"0.16","0.0","88","100","72","  290","  280","40.0","49.0",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-01","8.95",,"1.28","0.0","78","85","68","  220","  250","17.0","21.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-02","14.09",,"1.67","0.0","65","69","59","   50","   40","21.9","28.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-03","12.97",,"1.68","0.0","59","60","57","   50","   50","28.0","33.1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-04","7.38",,"0.31","0.0","61","68","58","   80","   80","15.0","17.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-05","7.61",,"0.00","0.0","65","78","57","  210","  210","17.0","23.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-06","14.76",,"0.29","0.0","77","92","69","  270","  260","28.0","42.1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-07","8.50",,"0.03","0.0","80","92","70","  200","  220","18.1","25.1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-08","8.95",,"0.30","0.0","69","71","64","  260","  280","29.1","36.9","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-09","10.51",,"2.04","0.0","67","78","63","   50","  320","25.1","33.1","    1","    1",,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-10","6.71",,"0.05","0.0","71","74","64","   30","   30","14.1","16.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-07-11","5.14",,"0.03","0.0","71","82","62","  230","  210","14.1","17.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-12","8.05",,"1.21","0.0","69","71","65","   60","   60","18.1","21.9","    1","    1",,,,,
"USW00014739","BOSTON, MA US","2021-07-13","7.83",,"0.01","0.0","67","70","65","   70","   90","14.1","16.1","    1","    1",,,,,
"USW00014739","BOSTON, MA US","2021-07-14","4.70",,"0.00","0.0","69","78","66","   80","   90","10.1","12.1","    1","    1",,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-15","6.26",,"0.00","0.0","74","79","71","   70","   90","13.0","16.1","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-16","10.96",,"0.02","0.0","81","95","74","  250","  240","21.9","28.0","    1",,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-17","7.83",,"0.17","0.0","76","79","70","   90","  100","15.0","17.0","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-18","8.50",,"0.30","0.0","71","74","67","   50","   50","15.0","18.1","    1",,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-19","6.71",,"0.00","0.0","69","73","67","   50","   60","12.1","14.1","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-20","7.16",,"0.00","0.0","77","88","68","  330","  310","23.0","29.1",,,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-21","9.40",,"0.00","0.0","78","84","68","  320","  320","21.0","29.1",,,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-22","8.05",,"0.00","0.0","72","78","65","  220","  220","17.0","19.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-07-23","7.61",,"0.00","0.0","73","80","69","   90","  100","14.1","18.1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-24","8.50",,"0.00","0.0","72","77","64","  100","  120","14.1","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-07-25","11.18",,"0.15","0.0","72","76","69","  220","  230","25.1","32.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-26","8.05",,"0.00","0.0","80","93","70","  260","  190","17.0","21.9","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-27","8.50",,"0.38","0.0","80","87","69","  300","  300","40.0","61.1","    1",,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-07-28","8.50",,"0.00","0.0","70","75","66","   80","   20","15.0","18.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-29","13.87",,"0.01","0.0","72","81","66","  180","  180","23.9","32.0",,,"    1",,,,
"USW00014739","BOSTON, MA US","2021-07-30","12.75",,"0.14","0.0","74","84","65","  340","  320","21.9","28.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-07-31","10.51",,"0.00","0.0","69","79","61","  300","  280","17.0","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-01","8.50",,"0.00","0.0","71","78","62","  110","   90","19.9","23.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-02","8.95",,"0.00","0.0","74","83","66","  300","  310","18.1","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-03","5.59",,"0.00","0.0","73","77","65","  190","  130","12.1","15.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-04","7.61",,"0.58","0.0","72","75","65","   80","   90","16.1","19.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-08-05","8.50",,"1.42","0.0","67","71","65","   30","   40","17.0","21.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-08-06","8.05",,"0.00","0.0","75","89","67","  190","  240","15.0","19.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-07","10.29",,"0.00","0.0","80","92","71","  230","  240","19.9","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-08","7.16",,"0.00","0.0","78","84","71","   90","  260","12.1","14.1","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-08-09","9.40",,"1.15","0.0","72","75","68","   50","   50","15.0","18.1","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-08-10","6.71",,"0.03","0.0","70","76","67","  190","   90","12.1","16.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-08-11","11.86",,"0.00","0.0","81","93","73","  220","  230","21.0","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-12","9.62",,"0.00","0.0","84","96","76","  250","  240","28.0","33.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-13","7.16",,"0.00","0.0","83","91","76","  110","  120","16.1","19.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-14","9.62",,"0.01","0.0","85","92","78","  320","  270","18.1","29.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-15","8.28",,"0.00","0.0","77","80","70","  350","  340","14.1","19.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-16","7.38",,"0.00","0.0","72","78","65","   80","   50","12.1","14.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-17","9.17",,"0.00","0.0","75","85","67","  220","  230","17.0","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-18","9.40",,"0.00","0.0","78","89","72","  190","  250","15.0","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-19","10.51",,"1.14","0.0","77","87","73","  200","  220","23.9","33.1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-08-20","6.26",,"0.05","0.0","77","80","73","  220","  230","13.0","15.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-08-21","8.05",,"0.00","0.0","77","83","72","   60","   50","17.0","19.9",,"    1",,,,,
"USW00014739","BOSTON, MA US","2021-08-22","17.67",,"0.76","0.0","72","75","70","   40","   50","31.1","38.9","    1","    1","    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-08-23","9.40",,"1.69","0.0","73","76","69","   60","   90","17.0","25.9","    1","    1","    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-08-24","8.05",,"0.00","0.0","77","91","71","  350","  350","15.0","19.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-08-25","5.82",,"0.00","0.0","84","94","76","  240","  300","12.1","14.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-26","6.93",,"0.00","0.0","85","96","75","  240","  250","14.1","18.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-27","8.50",,"0.00","0.0","83","90","74","   60","   60","25.1","32.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-28","12.30",,"0.07","0.0","72","75","64","   60","   60","25.9","32.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-29","6.71",,"0.08","0.0","68","73","64","  220","  220","12.1","16.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-30","12.30",,"0.02","0.0","77","88","71","  220","  220","21.9","28.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-08-31","10.29",,"0.00","0.0","79","84","73","  270","  280","19.9","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-01","8.50",,"1.69","0.0","72","75","61","   40","   30","21.9","25.9","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-09-02","14.54",,"2.54","0.0","66","77","61","   10","   10","28.0","35.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-03","10.51",,"0.00","0.0","67","77","59","  310","  320","16.1","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-04","9.84",,"0.00","0.0","71","81","63","  280","  290","16.1","21.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-05","8.72",,"0.05","0.0","70","74","64","  200","  200","16.1","19.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-06","10.51",,"0.00","0.0","75","84","69","  280","  240","18.1","27.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-07","10.07",,"0.00","0.0","74","82","65","  240","  250","18.1","23.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-08","13.65",,"0.00","0.0","74","85","64","  200","  200","25.9","32.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-09","7.38",,"0.96","0.0","74","76","68","  180","  180","17.0","23.0","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-09-10","11.41",,"0.19","0.0","71","79","63","  300","  290","21.9","28.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-11","10.96",,"0.00","0.0","69","79","59","  220","  210","19.9","32.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-12","14.99",,"0.00","0.0","73","83","65","  240","  240","25.9","33.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-13","8.95",,"0.06","0.0","76","82","66","  320","  260","16.1","21.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-14","8.50",,"0.00","0.0","69","73","63","  120","  110","18.1","21.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-15","11.41",,"0.00","0.0","75","86","68","  200","  200","21.9","28.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-16","8.50",,"0.31","0.0","71","75","65","   40",,"13.0",,"    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2021-09-17","8.28",,"0.00","0.0","67","70","65","   30","   10","14.1","17.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-09-18","5.37",,"0.06","0.0","68","74","66","   30","   30","18.1","25.1","    1",,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-09-19","9.17",,"0.28","0.0","69","72","62","   30","   30","18.1","21.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-20","6.26",,"0.00","0.0","65","72","57","  110","  110","16.1","18.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-21","6.26",,"0.00","0.0","65","73","57","   80","   80","14.1","16.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-22","7.83",,"0.00","0.0","72","80","66","  210","  190","19.9","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-23","8.05",,"0.03","0.0","73","82","67","  180","  180","25.1","32.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-24","11.41",,"0.00","0.0","74","80","69","  170","  170","21.9","29.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-25","6.26",,"0.03","0.0","70","75","65","  110","  130","12.1","13.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-26","10.74",,"0.55","0.0","69","77","61","  290","  270","21.9","32.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-09-27","12.30",,"0.00","0.0","67","76","58","  230","  230","21.9","29.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-28","8.50",,"0.72","0.0","69","71","58","  240","  230","17.0","19.9","    1",,"    1",,,,"    1"
"USW00014739","BOSTON, MA US","2021-09-29","9.17",,"0.00","0.0","60","66","52","  320","  320","17.0","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-09-30","9.84",,"0.00","0.0","59","64","53","  330","  330","17.0","21.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-01","9.17",,"0.00","0.0","59","69","51","  320","  330","16.1","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-02","9.62",,"0.00","0.0","63","76","52","  230","  230","18.1","25.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-03","7.16",,"0.13","0.0","64","68","59","   60","   60","13.0","15.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-04","15.66",,"1.08","0.0","61","63","55","   80","   70","21.9","25.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-05","8.72",,"0.30","0.0","58","63","54","   30","   40","14.1","17.0","    1",,,,,,"    1"
"USW00014739","BOSTON, MA US","2021-10-06","4.92",,"0.00","0.0","62","68","56","  130","  130","8.9","12.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-07","4.03",,"0.00","0.0","64","74","56","  220","  210","10.1","14.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-08","10.51",,"0.00","0.0","65","71","59","   70","   50","18.1","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-09","13.87",,"0.00","0.0","63","66","61","   60","   90","19.9","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-10","10.51",,"0.00","0.0","63","66","61","  100","  110","15.0","18.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-11","8.05",,"0.00","0.0","64","69","60","   50","   40","14.1","17.0","    1","    1",,,,,
"USW00014739","BOSTON, MA US","2021-10-12","4.25",,"0.00","0.0","65","75","57","  110","  230","12.1","14.1","    1","    1",,,,,"    1"
"USW00014739","BOSTON, MA US","2021-10-13","7.38",,"0.00","0.0","68","78","60","  220","  240","14.1","19.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-14","7.16",,"0.00","0.0","67","75","60","   80",,"13.0",,,,,,,,
"USW00014739","BOSTON, MA US","2021-10-15","8.05",,"0.00","0.0","65","69","60","  190","  190","15.0","17.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-16","15.43",,"0.02","0.0","69","76","62","  190","  190","25.1","34.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-17","12.75",,"0.31","0.0","62","65","52","  290","  290","21.0","27.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-18","14.09",,"0.00","0.0","55","62","47","  300","  300","21.0","28.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-19","13.20",,"0.00","0.0","53","63","46","  280","  260","23.0","35.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-20","10.29",,"0.00","0.0","60","72","54","  300","  310","16.1","21.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-21","9.62",,"0.00","0.0","66","75","58","  220","  220","17.0","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-22","11.18",,"0.00","0.0","65","72","55","  240","  270","18.1","27.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-23","9.62",,"0.00","0.0","55","60","49","  300","  310","16.1","21.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-24","9.84",,"0.00","0.0","50","58","44","  270","  320","17.0","23.0",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-25","12.75",,"0.81","0.0","53","56","50","   30","   30","21.9","27.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-26","23.04",,"0.92","0.0","57","60","50","   10","   10","42.9","55.9","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-27","26.62",,"0.10","0.0","51","52","47","   20","   30","47.0","59.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-28","10.07",,"0.00","0.0","48","50","43","   10","   10","16.1","19.9",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-29","11.86",,"0.00","0.0","46","52","41","   80","   90","21.9","27.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-10-30","14.99",,"1.02","0.0","54","59","52","   80","   90","25.1","32.0","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-10-31","12.97",,"0.42","0.0","59","67","53","  220","  230","25.1","31.1","    1",,,,,,
"USW00014739","BOSTON, MA US","2021-11-01","12.75",,"0.00","0.0","56","60","47","  270","  280","21.9","29.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-11-02","9.17",,"0.00","0.0","51","57","45","  230","  220","21.0","25.1",,,,,,,
"USW00014739","BOSTON, MA US","2021-11-03","9.84",,"0.00","0.0","48","52","40","  300","  270","16.1","23.0",,,,,,,
